solvent_name,Drug,SMILES_Solvent,Solubility(mole_fraction),Solubility(mol/L),canonical_drug,canonical_solvent,value,Temperature_K,MaxEStateIndex_solvent,MinAbsEStateIndex_solvent,MinEStateIndex_solvent,qed_solvent,HeavyAtomMolWt_solvent,MaxPartialCharge_solvent,MinPartialCharge_solvent,MinAbsPartialCharge_solvent,FpDensityMorgan1_solvent,FpDensityMorgan3_solvent,BCUT2D_MWHI_solvent,BCUT2D_MWLOW_solvent,BCUT2D_LOGPLOW_solvent,BCUT2D_MRHI_solvent,BCUT2D_MRLOW_solvent,AvgIpc_solvent,BertzCT_solvent,Chi4n_solvent,HallKierAlpha_solvent,Kappa2_solvent,Kappa3_solvent,PEOE_VSA1_solvent,PEOE_VSA10_solvent,PEOE_VSA11_solvent,PEOE_VSA13_solvent,PEOE_VSA2_solvent,PEOE_VSA3_solvent,PEOE_VSA5_solvent,PEOE_VSA6_solvent,PEOE_VSA7_solvent,PEOE_VSA8_solvent,PEOE_VSA9_solvent,SMR_VSA1_solvent,SMR_VSA10_solvent,SMR_VSA3_solvent,SMR_VSA4_solvent,SlogP_VSA1_solvent,SlogP_VSA10_solvent,SlogP_VSA12_solvent,SlogP_VSA2_solvent,SlogP_VSA3_solvent,SlogP_VSA4_solvent,SlogP_VSA5_solvent,SlogP_VSA6_solvent,SlogP_VSA8_solvent,TPSA_solvent,EState_VSA1_solvent,EState_VSA10_solvent,EState_VSA2_solvent,EState_VSA3_solvent,EState_VSA4_solvent,EState_VSA5_solvent,EState_VSA6_solvent,EState_VSA7_solvent,EState_VSA8_solvent,EState_VSA9_solvent,VSA_EState1_solvent,VSA_EState3_solvent,VSA_EState4_solvent,VSA_EState5_solvent,VSA_EState6_solvent,VSA_EState7_solvent,VSA_EState8_solvent,VSA_EState9_solvent,FractionCSP3_solvent,NHOHCount_solvent,NOCount_solvent,NumAliphaticCarbocycles_solvent,NumAliphaticRings_solvent,NumAromaticHeterocycles_solvent,NumAtomStereoCenters_solvent,NumBridgeheadAtoms_solvent,NumHAcceptors_solvent,NumHeteroatoms_solvent,NumRotatableBonds_solvent,MolLogP_solvent,fr_Al_OH_noTert_solvent,fr_ArN_solvent,fr_COO_solvent,fr_NH1_solvent,fr_Ndealkylation2_solvent,fr_allylic_oxid_solvent,fr_aryl_methyl_solvent,fr_furan_solvent,fr_lactone_solvent,fr_methoxy_solvent,fr_morpholine_solvent,fr_para_hydroxylation_solvent,fr_phenol_noOrthoHbond_solvent,fr_priamide_solvent,fr_unbrch_alkane_solvent,MACCS_15_solvent,MACCS_19_solvent,MACCS_20_solvent,MACCS_21_solvent,MACCS_22_solvent,MACCS_28_solvent,MACCS_29_solvent,MACCS_34_solvent,MACCS_36_solvent,MACCS_40_solvent,MACCS_41_solvent,MACCS_42_solvent,MACCS_46_solvent,MACCS_48_solvent,MACCS_50_solvent,MACCS_53_solvent,MACCS_54_solvent,MACCS_57_solvent,MACCS_58_solvent,MACCS_65_solvent,MACCS_66_solvent,MACCS_72_solvent,MACCS_74_solvent,MACCS_82_solvent,MACCS_84_solvent,MACCS_86_solvent,MACCS_87_solvent,MACCS_89_solvent,MACCS_90_solvent,MACCS_91_solvent,MACCS_93_solvent,MACCS_95_solvent,MACCS_96_solvent,MACCS_98_solvent,MACCS_99_solvent,MACCS_101_solvent,MACCS_104_solvent,MACCS_105_solvent,MACCS_106_solvent,MACCS_107_solvent,MACCS_108_solvent,MACCS_112_solvent,MACCS_113_solvent,MACCS_114_solvent,MACCS_115_solvent,MACCS_116_solvent,MACCS_119_solvent,MACCS_123_solvent,MACCS_124_solvent,MACCS_126_solvent,MACCS_128_solvent,MACCS_129_solvent,MACCS_130_solvent,MACCS_132_solvent,MACCS_133_solvent,MACCS_135_solvent,MACCS_136_solvent,MACCS_137_solvent,MACCS_138_solvent,MACCS_140_solvent,MACCS_141_solvent,MACCS_142_solvent,MACCS_143_solvent,MACCS_144_solvent,MACCS_145_solvent,MACCS_146_solvent,MACCS_147_solvent,MACCS_148_solvent,MACCS_149_solvent,MACCS_151_solvent,MACCS_152_solvent,MACCS_153_solvent,MACCS_155_solvent,MACCS_156_solvent,MACCS_157_solvent,MACCS_159_solvent,MACCS_160_solvent,MACCS_161_solvent,MACCS_163_solvent,MACCS_164_solvent,MACCS_165_solvent
trioctyl phosphate,CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCCCCCOP(=O)(OCCCCCCCC)OCCCCCCCC,0.169,,CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,CCCCCCCCOP(=O)(OCCCCCCCC)OCCCCCCCC,-0.772113295,298.15,12.95207895,0.468653549,-3.403404995,0.112110687,383.234,0.474277756,-0.286876577,0.286876577,0.413793103,0.931034483,31.20492615,10.12725395,-2.042002747,7.480210096,0.108271184,2.717765179,310.4860595,3.288039238,0.11,22.78758857,21.1374736,0,0,0,0,13.57124149,4.565048285,0,117.0835359,19.26246487,0,19.82064589,18.13628977,7.822697123,0,0,0,0,7.822697123,19.82064589,18.13628977,0,136.3460008,0,0,44.76,7.822697123,4.565048285,0,19.82064589,38.52492974,77.04985948,0,0,20.7712116,13.57124149,29.86459309,0,0,0,0,21.26676016,8.077607297,-3.403404995,1,0,4,0,0,0,0,0,4,5,24,9.2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0
1-bromopropane,CCCCCCCCCCCC(=O)O,CCCBr,0.0756,,CCCCCCCCCCCC(=O)O,CCCBr,-1.121478204,298.15,3.248263889,1.131944444,1.131944444,0.465988151,115.937,0.002862797,-0.09281865,0.002862797,1.75,2,79.91872953,10.59366058,-1.539329899,9.08886046,1.118197151,1.370950594,5.245112498,0,0.48,3.48,2.48,0,0,0,0,0,0,0,22.8536811,6.420821623,5.330089647,0,0,15.9299439,0,0,0,0,15.9299439,5.330089647,0,0,13.34455882,0,0,0,0,0,0,0,5.330089647,6.420821623,0,0,22.8536811,0,0,1.131944444,0,0,0,1.236111111,2.133680556,0,1,0,0,0,0,0,0,0,0,1,1,1.7913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
gamma-valerolactone,CC(CO)(CO)C(=O)O,O=C1CCCOC1,0.00643,,CC(CO)(CO)C(=O)O,O=C1CCCOC1,-2.191789027,298.15,10.33805556,0.241898148,0.241898148,0.439195003,92.053,0.158054766,-0.373676933,0.158054766,1.571428571,2.714285714,16.47887002,10.1913989,-2.151173263,5.795200682,-0.126473807,1.685616163,70.14933959,0.629572658,-0.37,2.073105009,1.274302599,4.736862954,6.606881965,5.783244946,0,4.794537184,0,0,0,6.420821623,13.02770359,0,9.531400138,5.783244946,0,0,0,0,0,18.99700888,9.531400138,0,12.84164325,0,0,26.3,0,4.794537184,5.783244946,6.606881965,19.44852521,0,0,0,0,4.736862954,4.832175926,0,0,0.241898148,0,1.637731481,1.116805556,0,0.8,0,2,0,1,0,0,0,2,2,0,0.3659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1
n-decanol,O=[N+]([O-])c1cccc2ccccc12,CCCCCCCCCCO,0.06657,0.372499756,O=[N+]([O-])c1cccc2ccccc12,CCCCCCCCCCO,-1.176721443,298.15,8.507012641,0.37,0.37,0.53804028,136.109,0.043052407,-0.396376569,0.043052407,0.727272727,1.636363636,16.24992598,10.0901004,-1.831827006,4.441733181,0.282004874,2.033930993,53.89311688,1.245686875,-0.04,9.96,9.96,5.106527395,0,0,0,0,0,0,51.86948856,6.420821623,6.606881965,0,5.106527395,0,0,0,0,0,0,11.71340936,0,0,58.29031018,0,0,20.23,0,0,0,6.606881965,6.420821623,44.94575136,0,0,6.9237372,5.106527395,0,8.507012641,0,0,0,10.38116134,2.611826014,0,1,1,1,0,0,0,0,0,1,1,8,3.1194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
triethyl phosphate,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,CCOP(=O)(OCC)OCC,0.0609,,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,CCOP(=O)(OCC)OCC,-1.215382707,298.15,11.34652778,0.330632716,-3.219328704,0.590472291,167.036,0.474248048,-0.287168355,0.287168355,0.909090909,1.363636364,31.20492444,10.90497916,-1.987872475,7.480140002,0.12608232,1.881388984,112.7695353,0.586145048,0.11,5.721364583,4.534240771,0,0,0,0,13.57124149,4.565048285,0,0,20.7712116,0,19.82064589,18.13628977,7.822697123,0,0,0,0,7.822697123,19.82064589,18.13628977,0,20.7712116,0,0,44.76,7.822697123,4.565048285,0,19.82064589,0,0,20.7712116,0,0,13.57124149,25.81069444,0,0,0,0,0,6.214189815,-3.219328704,1,0,4,0,0,0,0,0,4,5,6,2.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0
4-methyl-2-pentanol,O=C(C(=O)c1ccccc1)c1ccccc1,CC(C)CC(C)O,0.01282,,O=C(C(=O)c1ccccc1)c1ccccc1,CC(C)CC(C)O,-1.892111975,298.15,8.722777778,0.125,-0.125,0.558630557,88.065,0.051410236,-0.393408743,0.051410236,1.285714286,1.714285714,16.2647329,10.08384063,-2.027056542,4.488279837,0.167663649,1.272905595,33.44467836,0.682223031,-0.04,3.026851632,5.96,5.106527395,0,0,0,0,0,0,13.8474744,19.26246487,0,6.103966388,5.106527395,0,0,5.917906046,0,0,0,11.21049378,0,5.917906046,27.19203322,0,0,20.23,0,0,6.103966388,5.917906046,6.420821623,0,0,6.9237372,13.8474744,5.106527395,0,8.722777778,0,0.625,0,0.791666667,6.027222222,0,1,1,1,0,0,0,1,0,1,1,2,1.4133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
propionitrile,O=[N+]([O-])c1cccc2ccccc12,CCC#N,0.3704,,O=[N+]([O-])c1cccc2ccccc12,CCC#N,-0.431329022,298.15,7.625,0.625,0.625,0.40381422,50.04,0.061834241,-0.198358406,0.061834241,2,2.25,14.2122964,10.57200269,-1.382454097,4.614724475,1.223013209,1.370950594,33.0383064,0,-0.51,2.49,1.49,0,0,0,0,0,0,0,6.9237372,0,6.420821623,6.069221313,0,0,0,0,0,0,0,0,0,11.33111287,13.34455882,0,0,23.79,0,0,0,6.420821623,0,0,0,12.99295851,0,5.261891555,0,7.625,0,0,1.930555556,0.625,1.819444444,0,0.666666667,0,1,0,0,0,0,0,1,1,0,0.91998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
vinylene carbonate,CCN(CC)CC.Cl,O=C1OC=CCO1,0.030677,,CCN(CC)CC.Cl,O=C1OC=CCO1,-1.513187114,298.15,9.967361111,0.332175926,-0.622685185,0.419431607,96.041,0.513059137,-0.429635667,0.429635667,1.714285714,2.857142857,16.72584316,10.64859709,-2.069156815,5.610050754,0.083470611,1.685616163,105.5025348,0.293126383,-0.99,1.639420779,0.923707949,9.473725908,6.606881965,0,0,0,4.794537184,0,0,6.076020107,0,6.262080448,14.26826309,6.15536563,0,0,0,4.794537184,0,12.76224759,9.473725908,0,0,12.33810056,0,35.53,6.15536563,4.794537184,0,6.606881965,0,6.262080448,6.076020107,0,9.473725908,0,8.565972222,0,0,0,0,2.301157407,0.332175926,0,0.25,0,3,0,1,0,0,0,3,3,0,0.6669,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
"1,1,2-trichlorotrifluoroethane",CCCCCCCCCCCCCCCCCC(=O)OCCO,FC(F)(Cl)C(F)(Cl)Cl,0.0013,,CCCCCCCCCCCCCCCCCC(=O)OCCO,FC(F)(Cl)C(F)(Cl)Cl,-2.886056648,298.15,11.54475309,3.68595679,-4.226080247,0.553756284,187.375,0.382975648,-0.199489488,0.199489488,0.875,1,35.53978294,10.76762854,-2.268486715,6.509766303,0.024088518,1.253297578,67.509775,0,0.66,2.119872869,2.286403302,0,0,0,0,0,0,0,23.20187978,11.60093989,0,0,13.17124514,34.80281967,0,0,0,13.17124514,34.80281967,9.968834453,0,0,0,0,0,0,9.968834453,13.17124514,0,0,0,0,0,0,34.80281967,0,30.57021605,-4.226080247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,2.9189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMS,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,COC(=O)CCC(=O)OC,0.007344,,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,COC(=O)CCC(=O)OC,-2.134067332,298.15,10.40217971,0.086481481,-0.397777778,0.530197419,136.062,0.305594853,-0.468983972,0.305594853,1,1.5,16.52958033,10.30773945,-2.058624519,5.768723915,-0.146706199,1.988615512,113.7095059,0.40824829,-1.06,4.78480679,3.884108522,9.473725908,0,0,0,9.589074368,0,0,0,0,0,27.06123833,19.06280028,11.93861058,0,0,0,0,0,26.15820566,19.06280028,0,12.84164325,0,0,52.6,11.93861058,9.589074368,12.84164325,0,0,14.21959508,0,0,9.473725908,0,8.596780045,0,0,-0.795555556,0,0.172962963,0,2.55478647,0.666666667,0,4,0,0,0,0,0,4,4,3,0.1126,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0
cumene,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CC(C)c1ccccc1,0.00122,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CC(C)c1ccccc1,-2.913640169,298.15,2.203703704,0.658518519,0.658518519,0.534261738,108.099,-0.021882386,-0.062248395,0.021882386,1,1.888888889,13.98379891,10.04379619,-1.829334461,5.170386828,0.866630375,1.900372628,162.6530014,0.837939098,-0.78,2.674337261,1.562760731,0,0,0,0,0,0,0,44.17930974,11.48135754,0,0,0,0,0,0,0,0,0,0,0,0,25.32883194,30.33183534,0,0,0,0,0,5.917906046,0,5.563451492,0,6.066367068,38.11294267,0,0,0,1.414351852,0.658518519,10.51972222,0,4.407407407,0,0.333333333,0,0,0,0,0,0,0,0,0,1,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
2-octanol,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CCCCCCC(C)O,0.001,,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CCCCCCC(C)O,-3,298.15,8.851697846,0.09550359,-0.09550359,0.566224735,112.087,0.051166683,-0.393419269,0.051166683,1.222222222,2.333333333,16.26466478,10.11393815,-1.973515423,4.467355978,0.180098573,1.800576896,50.52932501,0.866525501,-0.04,6.085628141,7.96,5.106527395,0,0,0,0,0,0,32.60702369,13.34455882,0,6.103966388,5.106527395,0,0,0,0,0,0,11.21049378,0,0,45.95158251,0,0,20.23,0,0,6.103966388,0,6.420821623,25.68328649,0,6.9237372,6.9237372,5.106527395,0,8.851697846,0,0,0,5.931714853,4.049920635,0,1,1,1,0,0,0,1,0,1,1,5,2.3376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
2-hexanone,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,CCCCC(C)=O,1.78E-05,,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,CCCCC(C)=O,-4.749579998,298.15,10.20263889,0.307268519,0.307268519,0.527852924,88.065,0.129339773,-0.300031025,0.129339773,1.571428571,2.285714286,16.13716731,10.19393893,-1.861067763,5.747844212,-0.116612303,1.612197223,57.20035948,0.425722174,-0.33,3.846366843,5.67,4.794537184,5.783244946,0,0,0,0,0,13.34455882,13.34455882,6.420821623,0,4.794537184,5.783244946,0,0,0,0,0,5.783244946,4.794537184,0,33.10993927,0,0,17.07,0,4.794537184,0,5.783244946,19.26246487,0,6.9237372,0,6.9237372,0,0,0,0,0.307268519,0,2.935925926,3.720833333,0,0.833333333,0,1,0,0,0,0,0,1,1,3,1.7656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
octyl acetate,O=C1OC(=O)[C@H]2[C@@H]1[C@H]1C=C[C@H]2C1,CCCCCCCCCOC(C)=O,0.03027,,O=C1OC(=O)[C@H]2[C@@H]1[C@H]1C=C[C@H]2C1,CCCCCCCCCOC(C)=O,-1.518987579,298.15,10.39556596,0.161126866,-0.161126866,0.429220803,164.119,0.302122868,-0.465877687,0.302122868,1,2.076923077,16.53145782,10.10538148,-1.994846909,5.653186489,-0.140574092,2.090791705,121.2586864,1.275066377,-0.53,9.557183958,11.47,4.736862954,0,0,0,4.794537184,0,0,45.44866694,6.420821623,6.9237372,6.606881965,9.531400138,5.969305288,0,0,0,0,0,12.57618725,9.531400138,0,58.79322576,0,0,26.3,0,4.794537184,5.969305288,6.606881965,6.420821623,45.44866694,0,0,6.9237372,4.736862954,4.830646573,0,0,-0.161126866,0,8.818784244,4.282796759,0,0.909090909,0,2,0,0,0,0,0,2,2,8,3.3001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
limonene,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,C=C(C)C1CC=C(C)CC1,0.0023,,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,C=C(C)C1CC=C(C)CC1,-2.638272164,298.15,3.97457483,0.767314815,0.767314815,0.485034492,120.11,-0.017096319,-0.099849371,0.017096319,1.7,2.8,14.16772644,9.860904676,-2.043086249,5.092421184,0.540328057,1.884505361,162.8771238,1.412842425,-0.52,3.046280408,1.728509717,0,0,0,0,0,0,0,23.80116485,39.02784531,0,0,0,0,0,5.917906046,0,0,0,0,0,5.917906046,33.10993927,23.80116485,0,0,0,0,0,0,5.917906046,24.8355694,5.57310453,0,26.50243019,0,0,0,2.903935185,0.767314815,0,6.16587963,8.329537037,0,0.6,0,0,1,1,0,1,0,0,0,1,3.3089,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"1,2-dimethoxyethane",O=C(O)c1ccc(C(=O)O)o1,COCCOC,0.003443,,O=C(O)c1ccc(C(=O)O)o1,COCCOC,-2.463062977,298.15,4.657222222,0.690972222,0.690972222,0.463261116,80.042,0.069601968,-0.382298018,0.069601968,1,1.5,16.50945958,10.78416581,-1.959066526,4.174615629,0.102605346,1.614330835,17.509775,0.166666667,-0.08,4.92,3.92,9.473725908,0,0,0,0,0,0,0,0,14.21959508,13.21376393,9.473725908,0,0,0,0,0,0,27.43335901,9.473725908,0,0,0,0,18.46,0,0,0,13.21376393,0,0,14.21959508,0,9.473725908,0,9.314444444,0,0,0,0,0,1.381944444,3.303611111,1,0,2,0,0,0,0,0,2,2,3,0.2792,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
ethyl orthosilicate,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CCO[Si](OCC)(OCC)OCC,0.02466,,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CCO[Si](OCC)(OCC)OCC,-1.608006928,298.15,5.423055556,0.547839506,-2.795524691,0.567362716,188.17,0.679184503,-0.351483597,0.351483597,0.615384615,1,28.41002385,10.90314141,-2.48831882,6.530308223,-0.024659427,2.057940178,91.20187915,0.957106781,0.056883117,7.459718181,4.729762832,17.7040201,0,0,0,0,0,0,0,27.6949488,26.42752786,0,17.7040201,9.047956109,0,0,0,0,0,35.47548397,17.7040201,0,27.6949488,0,0,36.92,9.047956109,0,0,26.42752786,0,0,0,27.6949488,0,17.7040201,21.69222222,0,0,0,0,0,9.797746914,-2.795524691,1,0,4,0,0,0,0,0,4,5,8,1.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0
tributyl phosphate,O=C(O)c1ccccc1,CCCCOP(=O)(OCCCC)OCCCC,0.492,,O=C(O)c1ccccc1,CCCCOP(=O)(OCCCC)OCCCC,-0.308034897,298.15,12.17098356,0.436535494,-3.308449074,0.383904286,239.102,0.474277752,-0.286876761,0.286876761,0.705882353,1.235294118,31.20492506,10.36562853,-2.034237154,7.480197941,0.10968018,2.302070195,175.398097,1.073875465,0.11,11.21469763,9.779410294,0,0,0,0,13.57124149,4.565048285,0,40.03367647,19.26246487,0,19.82064589,18.13628977,7.822697123,0,0,0,0,7.822697123,19.82064589,18.13628977,0,59.29614134,0,0,44.76,7.822697123,4.565048285,0,19.82064589,38.52492974,0,0,0,20.7712116,13.57124149,27.9938237,0,0,0,0,5.63150463,7.488676304,-3.308449074,1,0,4,0,0,0,0,0,4,5,12,4.5446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0
