solvent_name,Drug,SMILES_Solvent,Solubility(mole_fraction),Solubility(mol/L),canonical_drug,canonical_solvent,value,Temperature_K,MaxEStateIndex_solvent,MinAbsEStateIndex_solvent,MinEStateIndex_solvent,qed_solvent,HeavyAtomMolWt_solvent,MaxPartialCharge_solvent,MinPartialCharge_solvent,MinAbsPartialCharge_solvent,FpDensityMorgan1_solvent,FpDensityMorgan3_solvent,BCUT2D_MWHI_solvent,BCUT2D_MWLOW_solvent,BCUT2D_LOGPLOW_solvent,BCUT2D_MRHI_solvent,BCUT2D_MRLOW_solvent,AvgIpc_solvent,BertzCT_solvent,Chi4n_solvent,HallKierAlpha_solvent,Kappa2_solvent,Kappa3_solvent,PEOE_VSA1_solvent,PEOE_VSA10_solvent,PEOE_VSA11_solvent,PEOE_VSA13_solvent,PEOE_VSA2_solvent,PEOE_VSA3_solvent,PEOE_VSA5_solvent,PEOE_VSA6_solvent,PEOE_VSA7_solvent,PEOE_VSA8_solvent,PEOE_VSA9_solvent,SMR_VSA1_solvent,SMR_VSA10_solvent,SMR_VSA3_solvent,SMR_VSA4_solvent,SlogP_VSA1_solvent,SlogP_VSA10_solvent,SlogP_VSA12_solvent,SlogP_VSA2_solvent,SlogP_VSA3_solvent,SlogP_VSA4_solvent,SlogP_VSA5_solvent,SlogP_VSA6_solvent,SlogP_VSA8_solvent,TPSA_solvent,EState_VSA1_solvent,EState_VSA10_solvent,EState_VSA2_solvent,EState_VSA3_solvent,EState_VSA4_solvent,EState_VSA5_solvent,EState_VSA6_solvent,EState_VSA7_solvent,EState_VSA8_solvent,EState_VSA9_solvent,VSA_EState1_solvent,VSA_EState3_solvent,VSA_EState4_solvent,VSA_EState5_solvent,VSA_EState6_solvent,VSA_EState7_solvent,VSA_EState8_solvent,VSA_EState9_solvent,FractionCSP3_solvent,NHOHCount_solvent,NOCount_solvent,NumAliphaticCarbocycles_solvent,NumAliphaticRings_solvent,NumAromaticHeterocycles_solvent,NumAtomStereoCenters_solvent,NumBridgeheadAtoms_solvent,NumHAcceptors_solvent,NumHeteroatoms_solvent,NumRotatableBonds_solvent,MolLogP_solvent,fr_Al_OH_noTert_solvent,fr_ArN_solvent,fr_COO_solvent,fr_NH1_solvent,fr_Ndealkylation2_solvent,fr_allylic_oxid_solvent,fr_aryl_methyl_solvent,fr_furan_solvent,fr_lactone_solvent,fr_methoxy_solvent,fr_morpholine_solvent,fr_para_hydroxylation_solvent,fr_phenol_noOrthoHbond_solvent,fr_priamide_solvent,fr_unbrch_alkane_solvent,MACCS_15_solvent,MACCS_19_solvent,MACCS_20_solvent,MACCS_21_solvent,MACCS_22_solvent,MACCS_28_solvent,MACCS_29_solvent,MACCS_34_solvent,MACCS_36_solvent,MACCS_40_solvent,MACCS_41_solvent,MACCS_42_solvent,MACCS_46_solvent,MACCS_48_solvent,MACCS_50_solvent,MACCS_53_solvent,MACCS_54_solvent,MACCS_57_solvent,MACCS_58_solvent,MACCS_65_solvent,MACCS_66_solvent,MACCS_72_solvent,MACCS_74_solvent,MACCS_82_solvent,MACCS_84_solvent,MACCS_86_solvent,MACCS_87_solvent,MACCS_89_solvent,MACCS_90_solvent,MACCS_91_solvent,MACCS_93_solvent,MACCS_95_solvent,MACCS_96_solvent,MACCS_98_solvent,MACCS_99_solvent,MACCS_101_solvent,MACCS_104_solvent,MACCS_105_solvent,MACCS_106_solvent,MACCS_107_solvent,MACCS_108_solvent,MACCS_112_solvent,MACCS_113_solvent,MACCS_114_solvent,MACCS_115_solvent,MACCS_116_solvent,MACCS_119_solvent,MACCS_123_solvent,MACCS_124_solvent,MACCS_126_solvent,MACCS_128_solvent,MACCS_129_solvent,MACCS_130_solvent,MACCS_132_solvent,MACCS_133_solvent,MACCS_135_solvent,MACCS_136_solvent,MACCS_137_solvent,MACCS_138_solvent,MACCS_140_solvent,MACCS_141_solvent,MACCS_142_solvent,MACCS_143_solvent,MACCS_144_solvent,MACCS_145_solvent,MACCS_146_solvent,MACCS_147_solvent,MACCS_148_solvent,MACCS_149_solvent,MACCS_151_solvent,MACCS_152_solvent,MACCS_153_solvent,MACCS_155_solvent,MACCS_156_solvent,MACCS_157_solvent,MACCS_159_solvent,MACCS_160_solvent,MACCS_161_solvent,MACCS_163_solvent,MACCS_164_solvent,MACCS_165_solvent
tert-butanol,O=[N+]([O-])c1cccc2ccccc12,CC(C)(C)O,0.02282,0.245898243,O=[N+]([O-])c1cccc2ccccc12,CC(C)(C)O,-1.64168436,298.15,8.520833333,0.5,-0.5,0.449827657,64.043,0.056325853,-0.390760088,0.056325853,1.2,1.2,16.27984148,10.19195577,-2.095551407,4.504159462,0.101589081,0.721928095,19.11941548,0,-0.04,0.976756002,9507.96,5.106527395,0,0,0,0,0,0,0,20.7712116,0,5.601050811,5.106527395,0,0,0,0,0,0,10.70757821,0,0,20.7712116,0,0,20.23,5.601050811,0,0,0,0,0,20.7712116,0,0,5.106527395,0,8.520833333,-0.5,0,0,0,5.229166667,0,1,1,1,0,0,0,0,0,1,1,0,0.7772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
MTBE,c1ccc2cc3ccccc3cc2c1,COC(C)(C)C,0.00305,0.025557474,c1ccc2cc3ccccc3cc2c1,COC(C)(C)C,-2.515700161,298.15,4.9375,0.041666667,0.041666667,0.43498738,76.054,0.059425208,-0.379103597,0.059425208,1.166666667,1.333333333,16.4858882,10.18266724,-2.149045194,4.546678721,0.039726571,1.351644115,33.69332843,0,-0.04,1.605659929,3.96,4.736862954,0,0,0,0,0,0,0,20.7712116,7.109797541,5.601050811,4.736862954,0,0,0,0,0,0,12.71084835,4.736862954,0,20.7712116,0,0,9.23,0,0,5.601050811,0,0,0,7.109797541,20.7712116,0,4.736862954,4.9375,0,0.041666667,0,0,0,6.0625,1.708333333,1,0,1,0,0,0,0,0,1,1,0,1.4313,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
2-butoxyethanol,c1ccc2cc3ccccc3cc2c1,CCCCOCCO,0.003785,0.028816214,c1ccc2cc3ccccc3cc2c1,CCCCOCCO,-2.421934116,298.15,8.240586735,0.142573696,0.142573696,0.540825252,104.064,0.069719362,-0.393980343,0.069719362,1.375,2.625,16.4828714,10.35962769,-1.991461344,4.302115955,0.090420719,1.808812125,31.509775,0.413011435,-0.08,6.92,5.92,9.843390349,0,0,0,0,0,0,13.34455882,6.420821623,6.606881965,13.21376393,9.843390349,0,0,0,0,0,0,24.92717329,4.736862954,0,19.76538045,0,0,29.46,0,0,6.606881965,6.606881965,19.44852521,0,0,0,6.9237372,9.843390349,4.973194444,8.240586735,0,0,0,2.255385488,3.530833333,0,1,1,2,0,0,0,0,0,2,2,5,0.7954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
propionic acid,Nc1nc(N)nc(NC2CC2)n1,CCC(=O)O,0.004722,0.064679422,Nc1nc(N)nc(NC2CC2)n1,CCC(=O)O,-2.325874017,298.15,9.368055556,0.222222222,-0.74537037,0.490844666,68.031,0.302558437,-0.481237917,0.302558437,2,2.2,16.36502672,10.52003318,-1.864859568,5.655632416,-0.136112346,1.378783493,40.15772188,0,-0.53,1.758184438,3.47,5.106527395,0,0,0,4.794537184,0,0,6.9237372,0,6.420821623,0,9.901064579,5.969305288,0,0,0,0,0,11.07583268,4.794537184,0,13.34455882,0,0,37.3,5.969305288,4.794537184,6.420821623,0,0,0,6.9237372,0,0,5.106527395,0,7.722222222,0,-0.74537037,0,0.222222222,1.599537037,0,0.666666667,1,2,0,0,0,0,0,1,2,1,0.481,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
o-xylene,COc1cc(Cl)c(OC)cc1N,Cc1ccccc1C,0.005797,0.049006734,COc1cc(Cl)c(OC)cc1N,Cc1ccccc1C,-2.2367967,298.15,2.12037037,1.368055556,1.368055556,0.475757685,96.088,-0.039511492,-0.061985192,0.039511492,0.875,1.5,13.89538834,10.13197218,-1.74333603,5.227784798,1.342538973,1.768177215,156.1481139,0.662677957,-0.78,1.993744712,0.890007391,0,0,0,0,0,0,0,24.26546827,24.97437738,0,0,0,0,0,0,0,0,0,0,0,13.8474744,11.12690298,24.26546827,0,0,0,0,0,0,0,11.12690298,0,0,38.11294267,0,0,0,2.736111111,0,8.356481481,0,4.240740741,0,0.25,0,0,0,0,0,0,0,0,0,0,2.30344,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
formic acid,O=S(=O)([O-])NC1CCCCC1.[Na+],O=CO,0.01596,0.433739181,O=S(=O)([O-])NC1CCCCC1.[Na+],O=CO,-1.796967113,298.15,8.361111111,0.25,-0.25,0.380160721,44.009,0.290128828,-0.48346661,0.290128828,2,2,16.34596656,11.66497654,-1.487025169,5.323236904,-0.122407339,0.918295834,10.26466251,0,-0.53,1.47,1.47,5.106527395,0,0,6.472220865,4.794537184,0,0,0,0,0,0,9.901064579,6.472220865,0,0,0,0,0,11.57874826,4.794537184,0,0,0,0,37.3,0,0,6.472220865,0,0,0,0,0,0,9.901064579,0,6.888888889,0,0,0,0,-0.25,0,0,1,2,0,0,0,0,0,1,2,0,-0.2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
diethyl ether,O=[N+]([O-])c1cccc2ccccc12,CCOCC,0.2375,2.975116902,O=[N+]([O-])c1cccc2ccccc12,CCOCC,-0.624336386,298.15,4.833333333,0.84375,0.84375,0.475268149,64.043,0.043708413,-0.382025836,0.043708413,1.2,1.6,16.47148979,10.80069036,-1.837381208,4.066771354,0.161762611,1.405639062,11.11941548,0.204124145,-0.04,3.96,3.96,4.736862954,0,0,0,0,0,0,0,13.8474744,13.21376393,0,4.736862954,0,0,0,0,0,0,13.21376393,4.736862954,0,13.8474744,0,0,9.23,0,0,0,0,13.21376393,0,0,13.8474744,0,4.736862954,4.833333333,0,0,0,0,0,5.666666667,0,1,0,1,0,0,0,0,0,1,1,2,1.0428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0
m-xylene,COc1cc(Cl)c(OC)cc1N,Cc1cccc(C)c1,0.004951,0.04114361,COc1cc(Cl)c(OC)cc1N,Cc1cccc(C)c1,-2.305307074,298.15,2.166666667,1.337962963,1.337962963,0.475757685,96.088,-0.039764605,-0.061740871,0.039764605,1,1.75,13.8660978,10.16162066,-1.709763566,5.197667924,1.386522421,1.642371449,159.8981139,0.807015525,-0.78,1.993744712,1.093537203,0,0,0,0,0,0,0,35.39237126,13.8474744,0,0,0,0,0,0,0,0,0,0,0,13.8474744,11.12690298,24.26546827,0,0,0,0,0,0,0,11.12690298,0,0,38.11294267,0,0,0,2.675925926,0,8.449074074,0,4.208333333,0,0.25,0,0,0,0,0,0,0,0,0,0,2.30344,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
p-xylene,c1cc2ccc3cccc4ccc(c1)c2c34,Cc1ccc(C)cc1,0.0777,0.683141557,c1cc2ccc3cccc4ccc(c1)c2c34,Cc1ccc(C)cc1,-1.109578981,298.15,2.12037037,1.329259259,1.329259259,0.475757685,96.088,-0.039774194,-0.059062579,0.039774194,0.75,1.25,13.85792627,10.16974647,-1.700595642,5.18939181,1.398536374,1.769973094,138.8981139,0.636894534,-0.78,1.993744712,1.093537203,0,0,0,0,0,0,0,35.39237126,13.8474744,0,0,0,0,0,0,0,0,0,0,0,13.8474744,11.12690298,24.26546827,0,0,0,0,0,0,0,11.12690298,0,0,38.11294267,0,0,0,2.658518519,0,8.481481481,0,4.193333333,0,0.25,0,0,0,0,0,0,0,0,0,0,2.30344,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
chlorobenzene,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,Clc1ccccc1,2.16E-05,0.000208223,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,Clc1ccccc1,-4.665546249,298.15,5.539691358,0.793981481,0.793981481,0.483383326,107.519,0.040548441,-0.084344477,0.040548441,1,1.857142857,35.49569066,10.37221473,-1.548688012,6.300461198,1.71341782,1.685616163,134.1073697,0.414667104,-0.49,1.987123268,1.203610472,0,0,0,0,0,0,0,29.8000411,12.13273414,5.022633314,0,0,11.60093989,0,0,0,0,11.60093989,0,0,0,0,30.33183534,0,0,0,0,0,0,5.022633314,0,0,30.33183534,0,11.60093989,0,0.793981481,0,0,9.444104938,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
dimethyl carbonate,COC(=O)NCCCCCCNC(=O)OC,COC(=O)OC,0.00596,0.070761523,COC(=O)NCCCCCCNC(=O)OC,COC(=O)OC,-2.22475374,298.15,9.736111111,0.657407407,-0.657407407,0.403686926,84.03,0.507197794,-0.437621323,0.437621323,1.333333333,1.666666667,16.71404283,11.29924708,-1.972888948,5.586087118,0.09240749,1.650022422,44,0.083333333,-0.73,2.504192037,1.575810398,9.473725908,0,0,0,0,4.794537184,0,0,0,0,14.21959508,14.26826309,6.15536563,0,0,0,4.794537184,0,20.37496071,9.473725908,0,0,0,0,35.53,6.15536563,4.794537184,0,0,0,14.21959508,0,0,9.473725908,0,8.076388889,0,0,0,0,-0.657407407,0,2.511574074,0.666666667,0,3,0,0,0,0,0,3,3,0,0.3992,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
n-octane,c1cc2ccc3cccc4ccc(c1)c2c34,CCCCCCCC,0.01372,0.084971283,c1cc2ccc3cccc4ccc(c1)c2c34,CCCCCCCC,-1.862645889,298.15,2.255898526,1.364795918,1.364795918,0.480610605,96.088,-0.053316205,-0.065382383,0.053316205,0.625,1.25,13.89465923,10.13249414,-1.734405856,4.386659235,0.624494144,1.808812125,25.01955001,0.853553391,0,7,6,0,0,0,0,0,0,0,52.37240414,0,0,0,0,0,0,0,0,0,0,0,0,0,52.37240414,0,0,0,0,0,0,0,0,38.52492974,0,0,13.8474744,0,0,0,0,0,0,8.488202948,4.511797052,0,1,0,0,0,0,0,0,0,0,0,5,3.3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
formamide,O=S(=O)([O-])NC1CCCCC1.[Na+],NC=O,0.03187,0.834363513,O=S(=O)([O-])NC1CCCCC1.[Na+],NC=O,-1.496617937,298.15,8.583333333,0.25,0.25,0.352325513,42.017,0.204030793,-0.37226357,0.204030793,2,2,16.1359714,11.50093462,-1.822031156,5.416411214,-0.106454839,0.918295834,12.26466251,0,-0.53,1.47,1.47,5.733667477,0,0,0,4.794537184,0,0,0,0,0,0,4.794537184,6.410095306,0,5.733667477,5.733667477,0,0,6.410095306,4.794537184,0,0,0,0,43.09,0,0,6.410095306,0,0,0,0,0,5.733667477,4.794537184,0,0,4.166666667,0,0,0.25,0,0,0,2,2,0,0,0,0,0,1,2,0,-0.8985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
cyclopentanone,Cc1ccc(S(N)(=O)=O)cc1,O=C1CCCC1,0.1494,2.022569056,Cc1ccc(S(N)(=O)=O)cc1,O=C1CCCC1,-0.825649403,298.15,10.24305556,0.453703704,0.453703704,0.429680103,76.054,0.132411741,-0.299717906,0.132411741,1.166666667,1.833333333,16.13811517,10.35749367,-1.813018623,5.794964875,-0.116862123,1.86382639,58.33869643,0.769337567,-0.33,1.413830484,0.58808069,0,5.783244946,0,0,4.794537184,0,0,0,12.84164325,12.84164325,0,4.794537184,5.783244946,0,0,0,0,0,5.783244946,4.794537184,0,25.68328649,0,0,17.07,0,4.794537184,0,5.783244946,25.68328649,0,0,0,0,0,0,0,0,0.453703704,0,3.969907407,0,0,0.8,0,1,1,1,0,0,0,1,1,0,1.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2-pentanone,NC(=O)Cc1ccccc1,CCCC(C)=O,0.00557273,,NC(=O)Cc1ccccc1,CCCC(C)=O,-2.253931998,298.15,10.04375,0.289351852,0.289351852,0.495768832,76.054,0.129329532,-0.300031213,0.129329532,1.666666667,2.166666667,16.13716138,10.2570377,-1.840258795,5.747426571,-0.116530455,1.348587896,47.90013453,0.352062073,-0.33,2.884132762,3.67,4.794537184,5.783244946,0,0,0,0,0,6.9237372,13.34455882,6.420821623,0,4.794537184,5.783244946,0,0,0,0,0,5.783244946,4.794537184,0,26.68911765,0,0,17.07,0,4.794537184,5.783244946,0,12.84164325,0,6.9237372,6.9237372,0,0,0,0,0,0.289351852,0,1.717592593,3.615972222,0,0.8,0,1,0,0,0,0,0,1,1,2,1.3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
anisole,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,COc1ccccc1,0.000185,0.0016682,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,COc1ccccc1,-3.732828272,298.15,4.914166667,0.909722222,0.909722222,0.531625315,100.076,0.118357715,-0.496768569,0.118357715,1.125,2.125,16.46524046,10.34190591,-1.779639062,5.198905536,0.414570217,1.903491193,145.7328145,0.556577991,-0.98,2.358604859,0.997109257,4.736862954,5.749511833,0,0,0,0,0,18.19910121,12.13273414,0,7.109797541,4.736862954,0,0,0,4.736862954,0,0,7.109797541,0,0,0,30.33183534,0,9.23,0,0,0,0,5.749511833,0,7.109797541,30.33183534,0,4.736862954,4.914166667,0,0,0.909722222,9.680740741,0,0,1.662037037,0.142857143,0,1,0,0,0,0,0,1,1,1,1.6952,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
cyclopentyl methyl ether,CCC(CO)(CO)C(=O)O,COC1CCCC1,0.0121,,CCC(CO)(CO)C(=O)O,COC1CCCC1,-1.91721463,298.15,5.111111111,0.597222222,0.597222222,0.485746586,88.065,0.057094912,-0.381460603,0.057094912,1.285714286,2.142857143,16.47453566,10.31165231,-2.010884103,4.646430385,0.108977895,2.139132575,46.14170945,1.124056764,-0.04,2.31410722,1.164181282,4.736862954,0,0,0,0,0,0,12.84164325,12.84164325,7.109797541,6.103966388,4.736862954,0,0,0,0,0,0,13.21376393,4.736862954,0,25.68328649,0,0,9.23,0,0,0,6.103966388,0,25.68328649,7.109797541,0,0,4.736862954,5.111111111,0,0,0,0,5.920648148,0,1.801574074,1,0,1,1,1,0,0,0,1,1,1,1.5754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1
gamma-butyrolactone,O=[N+]([O-])c1c[nH]cn1,O=C1CCCO1,0.00225,0.029951253,O=[N+]([O-])c1c[nH]cn1,O=C1CCCO1,-2.647817482,298.15,10.02083333,0.046296296,-0.046296296,0.396777661,80.042,0.305409841,-0.465656557,0.305409841,1.666666667,2.666666667,16.53773672,10.38048205,-1.881207036,5.702906502,-0.137453298,1.86382639,59.9483369,0.474679369,-0.53,1.285754081,0.505725462,4.736862954,0,0,0,4.794537184,0,0,0,6.420821623,6.420821623,6.606881965,9.531400138,5.969305288,0,0,0,0,0,12.57618725,9.531400138,0,12.84164325,0,0,26.3,0,4.794537184,5.969305288,13.02770359,6.420821623,0,0,0,4.736862954,0,4.513888889,0,0,-0.046296296,0,1.540509259,0.637731481,0,0.75,0,2,0,1,0,0,0,2,2,0,0.3234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1
1-methoxy-2-propanol,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,COCC(C)O,0.005388,,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,COCC(C)O,-2.268572413,298.15,8.427361111,0.324074074,-0.324074074,0.517384134,80.042,0.074497677,-0.391019298,0.074497677,1.833333333,2.333333333,16.47454982,10.45247733,-2.066237222,4.364186842,0.076531768,1.348587896,26.72905595,0.241202266,-0.08,3.123252033,3.92,9.843390349,0,0,0,0,0,0,0,6.9237372,7.109797541,12.71084835,9.843390349,0,0,0,0,0,0,24.92717329,4.736862954,0,6.9237372,0,0,29.46,0,0,6.103966388,6.606881965,0,0,14.03353474,0,4.736862954,5.106527395,4.553240741,8.427361111,0,0,0,-0.324074074,2.114583333,1.562222222,1,1,2,0,0,0,1,0,2,2,2,0.0136,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0
